experiment,epoch,configuration,val_accuracy,train_accuracy
configuration_3x3_5x5,251,"conv3x3,conv5x5",0.9883,0.9948666666666667
configuration_3x3_5x5,252,"conv3x3,conv5x5",0.9887,0.99485
configuration_3x3_5x5,253,"conv3x3,conv5x5",0.9883,0.9949333333333333
configuration_3x3_5x5,254,"conv3x3,conv5x5",0.9887,0.9949166666666667
configuration_3x3_5x5,255,"conv3x3,conv5x5",0.9883,0.9949166666666667
configuration_3x3_5x5,256,"conv3x3,conv5x5",0.9883,0.9949833333333333
configuration_3x3_5x5,257,"conv3x3,conv5x5",0.9889,0.9949
configuration_3x3_5x5,258,"conv3x3,conv5x5",0.9886,0.9949333333333333
configuration_3x3_5x5,259,"conv3x3,conv5x5",0.9886,0.9949833333333333
configuration_3x3_5x5,260,"conv3x3,conv5x5",0.9891,0.995
configuration_3x3_5x5,261,"conv3x3,conv5x5",0.9888,0.9949833333333333
configuration_3x3_5x5,262,"conv3x3,conv5x5",0.9887,0.9949833333333333
configuration_3x3_5x5,263,"conv3x3,conv5x5",0.9893,0.9950333333333333
configuration_3x3_5x5,264,"conv3x3,conv5x5",0.9885,0.9950666666666667
configuration_3x3_5x5,265,"conv3x3,conv5x5",0.9883,0.99505
configuration_3x3_5x5,266,"conv3x3,conv5x5",0.9883,0.9950666666666667
configuration_3x3_5x5,267,"conv3x3,conv5x5",0.9883,0.9950833333333333
configuration_3x3_5x5,268,"conv3x3,conv5x5",0.9885,0.9951166666666666
configuration_3x3_5x5,269,"conv3x3,conv5x5",0.9888,0.9951166666666666
configuration_3x3_5x5,270,"conv3x3,conv5x5",0.9886,0.99515
configuration_3x3_5x5,271,"conv3x3,conv5x5",0.9886,0.99515
configuration_3x3_5x5,272,"conv3x3,conv5x5",0.9888,0.9951666666666666
configuration_3x3_5x5,273,"conv3x3,conv5x5",0.9887,0.9951833333333333
configuration_3x3_5x5,274,"conv3x3,conv5x5",0.9881,0.99515
configuration_3x3_5x5,275,"conv3x3,conv5x5",0.9886,0.9952666666666666
configuration_3x3_5x5,276,"conv3x3,conv5x5",0.9882,0.9952666666666666
configuration_3x3_5x5,277,"conv3x3,conv5x5",0.9884,0.99525
configuration_3x3_5x5,278,"conv3x3,conv5x5",0.9891,0.9952833333333333
configuration_3x3_5x5,279,"conv3x3,conv5x5",0.9891,0.9952666666666666
configuration_3x3_5x5,280,"conv3x3,conv5x5",0.9885,0.9953
configuration_3x3_5x5,281,"conv3x3,conv5x5",0.9881,0.9953166666666666
configuration_3x3_5x5,282,"conv3x3,conv5x5",0.9886,0.9953333333333333
configuration_3x3_5x5,283,"conv3x3,conv5x5",0.9886,0.9953333333333333
configuration_3x3_5x5,284,"conv3x3,conv5x5",0.9886,0.99535
configuration_3x3_5x5,285,"conv3x3,conv5x5",0.9887,0.9953333333333333
configuration_3x3_5x5,286,"conv3x3,conv5x5",0.9887,0.9953833333333333
configuration_3x3_5x5,287,"conv3x3,conv5x5",0.9894,0.9953666666666666
configuration_3x3_5x5,288,"conv3x3,conv5x5",0.9892,0.9954
configuration_3x3_5x5,289,"conv3x3,conv5x5",0.9887,0.9954
configuration_3x3_5x5,290,"conv3x3,conv5x5",0.9887,0.9954166666666666
configuration_3x3_5x5,291,"conv3x3,conv5x5",0.9891,0.9954166666666666
configuration_3x3_5x5,292,"conv3x3,conv5x5",0.9886,0.9954166666666666
configuration_3x3_5x5,293,"conv3x3,conv5x5",0.9889,0.9954333333333333
configuration_3x3_5x5,294,"conv3x3,conv5x5",0.9893,0.99545
configuration_3x3_5x5,295,"conv3x3,conv5x5",0.9887,0.9954333333333333
configuration_3x3_5x5,296,"conv3x3,conv5x5",0.9884,0.9954333333333333
configuration_3x3_5x5,297,"conv3x3,conv5x5",0.989,0.9954333333333333
configuration_3x3_5x5,298,"conv3x3,conv5x5",0.9889,0.99545
configuration_3x3_5x5,299,"conv3x3,conv5x5",0.9886,0.9954333333333333
configuration_3x3_5x5,300,"conv3x3,conv5x5",0.989,0.99545
